Gene	H911	DIVID1	DIVID2	DIVID3	DIVID4	DIVID5	H1204	H1778	H1499	H1530
HDAC1	32.3226	25.2954	40.7846	26.0768	13.3842	20.3582	32.8441	32.8859	20.9878	37.8789
MARCKSL1	49.5922	10.4792	27.7198	7.76324	3.44152	9.06484	11.7516	34.3016	11.6523	45.8207
BSDC1	19.2927	27.1533	37.9665	68.3342	17.5957	21.3756	25.5322	25.3019	23.1178	27.4412
ZBTB8OS	5.00731	3.23509	4.14769	0	8.12245	13.7463	2.73951	1.89273	6.48552	4.67015
RBBP4	5.12295	5.37473	7.39771	12.8961	9.38666	5.6406	5.8818	2.19641	6.83903	2.18032
KIAA1522	22.2906	10.7527	21.9791	26.1348	2.87046	4.7792	29.6319	9.57724	12.3655	19.5103
YARS	24.0471	29.6286	36.7504	50.2081	3.91425	18.4289	11.418	26.5101	22.2244	31.0418
S100PBP	3.32343	5.6594	3.18992	1.50249	1.62739	3.41074	3.82617	1.52984	3.33622	0.415169
HPCA	1.31075	1.46426	3.09816	1.83143	1.02113	2.45177	2.2455	1.41844	2.93017	0.226456
TMEM54	11.7916	1.54842	3.65429	1.59414	1.04305	3.87529	7.05609	5.18218	6.49885	10.2822
RNF19B	13.4014	13.4604	24.3782	27.0885	4.76549	15.0548	11.5458	20.0018	21.9971	18.6643
AK2	6.6638	5.83809	8.51538	2.42081	14.9803	9.04004	9.2974	5.65131	6.35564	10.6396
ZNF362	6.11397	5.54355	8.95964	15.3431	1.07539	4.00505	7.77184	3.37942	7.09193	5.25841
PHC2	28.9768	12.414	21.3087	21.0223	13.1254	9.23827	18.3387	30.3876	25.02	33.7842
MIR3605	6.6638	0	20.243	0	1.46296	3.3501	0	1.75479	2.81766	0.185084
ZSCAN20	1.51833	1.63024	1.55462	9.63219	1.14858	1.5409	1.35183	1.25531	2.35783	0.150971
GJA4	1.72294	3.20561	3.93185	1.54875	11.6434	2.55217	3.99099	19.0295	2.46197	0.329523
C1orf212	5.21161	1.9341	1.56125	4.82595	2.30794	3.24748	4.41735	1.63281	5.06653	0.426057
LOC100130633	9.32442	12.5276	19.081	1.59414	1.04305	21.7868	8.98976	11.7741	6.8257	17.2311
ZMYM1	3.36274	5.19492	3.41655	6.06862	6.09299	3.5694	3.41083	1.37731	3.3317	0.403556
SFPQ	54.2136	68.3642	61.7272	19.4718	13.5823	26.9853	41.7244	32.9863	100.564	36.5257
ZMYM4	11.0494	20.2721	19.8276	9.20287	18.5992	20.1378	12.9527	9.68447	7.22462	13.2508
KIAA0319L	8.68157	20.6514	23.9524	14.957	12.4445	13.8199	15.3587	14.6107	7.66303	14.4497
NCDN	4.18912	2.95686	5.897	7.17174	3.21619	3.66651	4.44067	8.13428	5.1642	10.921
PSMB2	75.8068	29.0729	69.7324	11.7477	40.4079	34.4501	49.223	74.2898	87.9387	85.203
C1orf216	3.39227	1.8998	1.42576	1.59414	2.04634	3.66651	2.53902	2.34847	4.45109	0.364361
EIF2C4	4.2718	8.81114	4.62193	1.7597	3.91425	4.5212	5.38993	1.56383	5.00884	0.3317
EIF2C1	8.97988	5.85908	9.26028	13.9551	8.28561	5.23807	8.22881	7.25302	6.6823	12.7019
EIF2C3	4.26144	4.58858	5.20069	8.25725	1.41786	4.98398	4.69481	2.56757	3.72758	3.25917
TEKT2	1.14807	1.3127	1.37667	7.8761	0	1.52742	0.894051	0.778498	1.57332	0.12847
ADPRHL2	7.05871	5.36416	6.01574	7.29742	11.0807	8.3676	2.58711	9.8919	6.74234	10.2359
TRAPPC3	22.3465	22.0153	23.1187	14.789	43.7133	44.6532	14.5564	27.8313	22.6594	20.8847
MAP7D1	19.9664	3.42976	4.99656	5.88006	1.16897	1.58093	7.77184	13.5107	10.8419	14.6309
THRAP3	23.4324	27.7286	28.92	38.4086	9.19336	5.91471	35.7156	23.4221	26.897	28.4777
FAM176B	6.83045	1.36756	6.25233	1.5791	1.12797	3.0573	2.59669	23.9348	6.44553	13.4962
STK40	13.9939	10.9054	28.208	20.8987	10.114	19.6132	15.5295	26.1153	22.3396	19.9443
LSM10	7.49904	3.81038	4.38915	1.68112	10.1517	18.1789	10.174	18.9635	8.72234	13.4921
OSCP1	4.65375	3.64045	3.85928	2.25977	3.12806	4.93291	2.18568	1.95147	6.41555	0.522591
MRPS15	23.765	21.8564	30.7747	15.3046	20.2555	45.7678	30.951	31.7097	20.8506	38.2042
ZC3H12A	4.1685	12.8182	51.678	1.51801	1.01005	16.4029	6.91896	1.4764	3.61096	0.554527
MEAF6	12.3381	19.6096	25.9418	2.95501	17.0898	16.4029	28.4662	12.8147	15.1907	12.8647
SNIP1	6.04028	5.61729	4.31846	2.49398	3.76929	7.0305	6.13747	2.88454	7.84291	0.538559
DNALI1	3.412	4.99343	3.1135	1.51801	8.41588	3.07882	7.41619	1.17978	3.01178	0.175649
GNL2	15.6547	9.71446	11.1444	10.7245	3.96316	4.25836	13.7813	12.2591	19.7107	17.0006
C1orf109	2.40115	4.28142	2.46708	1.51801	10.5453	4.44335	2.82431	1.61129	3.43045	0.126293
MANEAL	6.38137	3.46832	7.42979	8.14556	2.58256	3.5498	5.93175	9.52384	6.55221	10.5993
YRDC	6.77667	10.264	7.39771	2.16943	11.4448	17.8366	7.40944	12.4708	11.0982	11.5831
C1orf122	19.2756	12.1204	21.3087	16.8537	14.6858	46.306	17.6969	26.7277	21.6399	22.4587
INPP5B	2.32784	5.49084	4.36091	10.2035	1.57697	3.5498	4.57983	1.48335	4.12181	0.16331
SF3A3	9.02032	9.90754	12.8769	23.7911	6.43721	8.34259	11.4563	9.41704	9.75429	11.5263
FHL3	8.28373	1.26682	1.37667	7.37727	1.0539	1.43099	2.07492	1.50065	2.20942	0.372346
UTP11L	10.3972	8.70729	7.55802	6.58783	5.71662	8.79162	8.6341	5.52496	8.77637	10.5647
POU3F1	1.01222	1.06625	1.12154	8.32409	0	0	0.484613	0.80719	1.07007	0.0355652
RRAGC	2.35527	5.49084	7.60607	1.83143	0	3.16388	1.59414	1.10292	8.08029	0.113228
MYCBP	10.1316	6.31171	7.41375	2.38257	21.0787	12.5071	9.34205	3.47717	8.24516	6.80825
AKIRIN1	11.024	19.3892	19.2131	3.11373	16.147	26.6598	14.8152	16.3204	20.5578	13.6278
NDUFS5	144.489	73.022	68.4641	22.7522	43.9603	141.023	63.2217	96.246	93.8792	94.4858
MACF1	12.2554	19.1218	11.6588	9.20287	5.48531	3.70494	8.54951	9.92278	8.73189	11.207
KIAA0754	8.26992	5.09955	2.7239	3.89338	1.40875	2.06717	2.27528	1.73282	6.8157	0.929823
BMP8A	5.83222	1.49729	2.38543	6.26983	1.02113	1.97559	2.89916	3.10243	2.32986	0.40791
PABPC4	64.1121	75.4109	88.2573	133.694	12.6728	33.3536	66.6211	23.74	53.6065	37.8066
SNORA55	2333.29	18693.9	6452.5	2819.45	19977.2	37359.3	8197.38	7572.81	4862.63	4328.57
HEYL	24.0747	13.3617	21.5686	14.6205	6.43721	7.38611	18.9351	21.7634	6.70565	15.0351
NT5C1A	0	1.48318	1.53467	11.6656	0	1.38842	1.9832	0	0	0
PPIE	3.60055	5.86958	3.83016	6.43963	7.53224	6.33917	3.5624	2.87429	2.58404	1.50621
TRIT1	6.3464	11.9317	12.2153	1.53343	12.5325	10.5859	7.77852	2.95142	4.13412	5.72658
MYCL1	1.26893	26.5926	33.6888	45.8089	1.93813	23.5069	5.42653	0.685502	2.37449	0.0312103
CAP1	64.7961	27.2434	29.8672	19.6538	21.1096	22.0059	35.6022	33.9124	34.578	45.1736
PPT1	68.149	58.9271	58.5702	64.6144	46.5922	61.1091	70.1454	74.9218	64.2965	52.8914
RLF	4.51143	11.1753	22.0655	7.85355	5.4394	14.4531	5.76716	2.5725	7.62367	0.484122
ZMPSTE24	24.6372	13.3776	19.8713	10.5844	15.864	28.2289	17.9803	14.585	18.9928	16.502
SMAP2	9.03832	20.9997	30.7906	20.1207	13.9152	8.11714	14.2749	17.694	10.2962	11.5888
NFYC	7.36588	11.7172	22.3026	12.1289	6.8375	4.57299	12.4581	5.18758	7.37346	9.41591
CITED4	6.41627	11.4681	19.9151	25.511	1.58556	5.79037	14.3111	2.23413	4.15051	4.69603
CTPS	6.76199	1.97955	4.50261	6.01233	5.4394	3.3906	5.47764	2.79784	3.40813	0.518235
SCMH1	10.3656	10.3071	20.4175	6.86255	7.40044	7.00503	15.6645	7.99781	9.12377	10.8005
HIVEP3	1.31075	1.30259	2.3196	8.47955	1.02113	1.33035	0.744496	0.853704	1.40832	0.0682271
FOXJ3	9.06969	17.1481	20.9833	19.6132	14.3593	16.1686	9.3548	7.37398	19.627	14.2556
PPCS	9.61378	21.5229	21.9577	23.0053	14.9694	39.8628	17.1967	6.09569	8.69688	10.9095
PPIH	8.18227	5.92205	1.56785	4.26048	1.51613	6.44208	5.15394	4.34038	7.52509	0.545091
YBX1	7.56534	2.31126	3.65429	9.17033	3.44152	5.11128	5.16878	2.14019	6.4422	4.5668
LEPRE1	14.8864	5.25843	4.40325	2.52912	3.76929	5.91471	7.04925	31.3872	7.39987	14.3932
CCDC23	10.6313	9.53776	19.7399	7.1031	27.3838	7.53795	26.175	14.9604	7.34703	14.1827
ERMAP	2.67992	4.34499	7.09245	6.34887	1.30632	4.98398	6.10922	1.9742	2.76791	0.399201
ZNF691	2.13748	2.91652	4.31846	1.7597	1.02113	3.58894	3.40187	1.68043	6.3989	0.339684
SLC2A1	6.44116	3.32308	17.734	2.25977	7.8607	3.64721	3.47344	6.9043	5.72753	16.7151
FLJ32224	1.04973	1.14472	0	3.00904	12.1084	1.6327	1.04895	0.781801	1.70447	0.00580656
EBNA1BP2	20.3869	10.8716	9.18122	3.13927	13.872	16.2859	15.5224	24.6126	23.0888	19.6996
TMEM125	10.0937	31.564	36.3699	30.1096	35.9999	53.5967	40.4754	11.5415	8.4894	17.3231
C1orf210	4.55542	5.19492	11.9792	7.14887	36.046	16.8456	5.65187	5.14979	6.79903	9.5795
TIE1	5.62146	2.27875	1.58102	4.46139	1.14858	1.56765	2.54865	5.5963	4.15051	6.1988
ELOVL1	37.555	12.7779	13.277	34.145	1.37199	18.2471	45.2492	33.0518	21.0088	45.5989
MED8	9.86628	11.4515	30.489	3.35998	7.40044	13.1966	13.9777	8.86242	8.71915	13.5127
C1orf84	1.5046	1.51132	1.36246	2.52912	10.3211	1.38842	3.02903	1.19944	1.34925	0.36654
HYI	8.30674	5.06773	19.7838	20.0392	1.52489	16.8456	6.46119	2.99283	5.53273	5.89592
PTPRF	46.0508	21.8723	29.8192	26.0044	7.53224	8.81649	26.0177	30.6372	19.7064	35.5807
KDM4A	1.96795	4.5779	1.4534	3.08795	11.8946	3.45081	3.18492	1.30786	4.309	0.232263
ST3GAL3	2.85001	2.95686	6.01574	4.28028	1.1383	2.8132	5.7312	2.64694	3.36327	0.30049
IPO13	5.81727	3.33282	5.31969	5.99352	3.5337	3.5104	5.28707	5.87255	4.09713	10.9839
DPH2	8.11751	6.6756	3.83016	8.99624	2.62286	9.33723	5.33122	3.16036	7.68925	4.88796
ATP6V0B	101.916	34.1369	101.533	12.6282	101.41	142.776	91.66	164.617	106.559	134.28
B4GALT2	6.96671	4.81263	15.6356	4.80495	14.1314	20.3582	5.68075	9.82267	8.35146	8.64833
CCDC24	1.49633	2.48243	4.82634	13.2556	1.02113	3.12154	2.6826	1.87027	2.15017	4.60294
DMAP1	6.82068	6.2361	19.4109	2.95501	14.784	7.53795	8.22224	6.92044	8.18383	12.9599
ERI3	9.60742	8.95158	29.547	6.48515	17.4453	18.7006	12.8988	19.3076	12.7861	16.8696
RNF220	8.00148	9.09426	8.86457	6.75944	11.0441	6.21147	13.2238	10.4816	8.11915	6.21478
TMEM53	2.20963	1.3872	3.23555	2.25977	1.0539	1.43099	3.51799	1.57059	2.92049	2.56619
RPS8	81.193	71.2883	134.889	42.4566	53.3004	150.313	64.9235	132.926	65.2426	86.5282
SNORD55	24022.4	35494.6	8742.61	25467.6	31503	13998.3	1003.91	29188.2	5833.42	25023.3
SNORD46	33184.3	58557.7	15061.7	7744.88	59382.2	35179.3	14770.8	53834.8	11933.5	15429.3
SNORD38A	8673.27	12917.3	1825.73	2252.25	7139.06	7753.63	3147	7059.6	2046.48	497.178
SNORD38B	27324	25273	2570.11	1839.39	86043.2	26955.5	3181.62	14756.1	1580	1568.52
PLK3	5.16996	2.50358	20.3303	0	1.0539	4.54711	2.7584	1.53155	3.04977	0.350571
PTCH2	15.8082	3.95045	2.36902	1.7597	17.8316	24.2407	4.11141	5.16059	7.45264	0.420975
EIF2B3	6.63426	8.46966	5.57452	1.83143	11.1721	11.6788	11.1516	11.5655	5.55403	13.8121
HECTD3	8.20998	5.04651	9.64714	12.4534	1.51613	4.39982	12.7913	5.30676	3.67164	12.0255
UROD	14.8688	19.641	20.09	23.8979	24.4049	35.1615	21.6901	22.3147	9.99993	17.9175
MUTYH	1.46858	1.54381	1.31931	10.0045	3.72158	2.45177	4.19691	1.40064	1.80701	0.288151
TESK2	1.28395	3.01708	2.06824	1.7597	8.93498	2.34774	4.30746	1.0083	2.55258	0.0500816
PRDX1	172.075	65.8788	35.0139	40.9063	16.0382	47.9433	50.7969	121.109	102.225	148.485
AKR1A1	42.388	28.5942	59.9056	33.163	11.4086	63.6332	41.5636	33.8214	17.2948	37.5932
NASP	6.95701	6.51738	8.95964	8.45738	1.16897	5.33915	7.34183	5.56884	8.96944	5.40525
GPBP1L1	29.5038	54.6538	48.1625	31.3157	39.9515	37.4534	47.5823	26.575	22.2748	28.461
TMEM69	7.89896	5.61729	7.65412	3.52244	12.5852	6.41637	5.7312	2.64694	4.62371	5.74773
IPP	4.59376	6.64899	4.96253	2.01617	1.1383	4.25836	6.01001	1.6285	3.72758	0.306296
MAST2	4.11706	2.35439	2.54804	3.08795	1.01005	1.67032	2.84307	4.20543	3.48816	4.62361
PIK3R3	3.08969	4.92967	3.41655	2.12103	9.94343	4.24052	4.84678	2.04748	3.97282	0.537833
TSPAN1	3.1478	1.42602	1.49433	2.25977	7.7295	4.06	5.27232	3.72568	4.46806	7.3793
POMGNT1	12.3508	6.03733	19.5206	18.2605	22.0127	16.6829	10.4547	23.7182	7.45923	21.0063
LRRC41	12.4271	11.5763	29.5309	7.44562	14.1206	16.0511	26.2382	25.5926	19.1158	19.055
UQCRH	29.2447	24.2025	58.6509	4.37845	5.07656	58.4759	48.4381	33.5524	22.8112	40.0139
NSUN4	4.07602	3.93185	2.3361	15.5225	10.5267	3.98664	5.04969	1.58407	3.38573	0.20323
FAAH	4.22008	4.48162	19.8932	5.68869	1.06468	7.36077	8.71848	1.45896	3.3317	1.9495
MKNK1	4.54993	27.2344	35.06	24.5411	7.8607	18.7006	18.6476	1.32264	4.02688	4.46368
MOBKL2C	2.30957	11.6841	12.5737	8.51276	12.7777	9.36195	9.68176	2.74219	3.30452	0.370894
ATPAF1	6.57998	9.59089	16.2489	2.34308	7.20228	14.911	7.93153	3.94015	6.31243	5.70018
KIAA0494	19.2011	26.8824	25.5754	16.0453	14.5224	16.2156	37.7758	20.1113	16.9432	16.2764
PDZK1IP1	49.9978	5.81709	37.9987	17.9266	22.3603	30.6574	37.1217	7.77046	7.42626	12.0085
CMPK1	45.03	59.8107	39.0371	20.3451	37.8311	71.7814	42.3668	25.7283	24.5731	26.9317
SPATA6	1.39515	3.23509	1.94826	12.2779	1.22892	3.41074	3.13012	0.861941	1.81409	0.0762111
AGBL4	1.17659	1.30259	1.20762	0	8.31819	1.445	1.77547	0.791528	0.825091	0.113954
ELAVL4	2.66114	4.51373	3.59522	1.68112	14.1856	3.72408	4.93727	3.28264	6.16387	5.56831
FAF1	14.6569	27.3514	45.8853	3.6787	14.9367	26.3341	47.0106	20.4248	16.1412	20.2918
CDKN2C	3.5806	6.18384	7.44583	1.56397	8.61092	14.6464	6.28552	1.55198	2.48349	0.188714
RNF11	31.7469	33.4074	26.1741	25.5401	18.3122	42.8009	40.3342	26.7416	29.5867	21.7828
TTC39A	14.3065	8.01359	7.52598	3.11373	4.59043	4.15075	7.83848	16.6987	6.38892	13.4962
EPS15	18.9545	27.2974	26.439	22.248	31.278	20.6612	25.2208	20.454	19.2378	22.703
OSBPL9	9.96105	27.7017	22.5822	18.3962	14.0556	16.0746	13.6938	6.02856	9.72282	11.8443
NRD1	25.7448	28.8871	32.3969	34.8162	14.3049	28.2585	45.2492	30.1776	23.5846	23.4752
RAB3B	9.75261	4.17187	6.16831	7.6274	5.67012	3.70494	5.65187	22.3655	9.48777	13.4674
TXNDC12	20.472	26.8552	27.4584	11.3633	26.6928	48.9571	35.7258	24.9439	21.5332	26.1084
KTI12	4.78354	3.62143	5.50659	2.42081	8.15511	4.57299	3.99099	2.59724	6.02223	0.436218
BTF3L4	4.35485	6.07922	4.31846	1.5791	15.6242	11.2447	3.99962	1.40599	5.44847	0.330248
ZFYVE9	6.27628	19.106	12.4836	7.65007	8.12245	13.6972	12.7913	7.32184	8.87146	6.63149
CC2D1B	4.52795	3.55467	4.67305	3.21458	2.70429	1.74299	4.01686	4.32269	3.58044	4.63395
PRPF38A	5.98604	5.56463	10.2058	2.01617	3.91425	6.51915	6.98075	4.08356	7.6368	7.74386
ZCCHC11	6.91814	13.322	9.27608	10.0757	11.6614	15.3175	8.95757	4.88695	7.75145	6.14022
GPX7	8.93934	4.03385	7.20501	3.23927	11.1904	19.8342	9.56328	3.55934	7.46582	6.10298
C1orf163	5.16996	4.46021	7.50995	8.49062	1.03213	3.22671	5.03475	2.20581	6.16387	0.237343
ZYG11B	5.2997	9.4223	5.99878	2.21558	10.768	7.33542	5.46305	3.33629	7.45264	1.96203
ECHDC2	3.86199	10.0558	7.3014	13.7974	1.02113	5.98911	11.8162	2.86406	5.20382	0.334603
SCP2	21.5335	49.9183	33.6269	49.6573	16.8197	47.0049	31.0521	18.9709	14.7802	13.9876
PODN	1.4658	3.96902	6.46303	1.5791	1.0539	3.10022	7.95144	1.06507	3.49258	0.0682271
CPT2	5.52008	7.2004	9.91117	9.37591	2.01	6.49347	5.01978	4.34629	9.95222	11.0755
C1orf123	8.58144	7.64185	3.17467	1.5791	18.4186	9.3125	8.89311	13.1692	5.40686	5.50513
MAGOH	9.06523	10.9393	9.54251	1.83143	10.3023	17.0543	5.80305	5.85589	11.4917	12.3079
TMEM48	6.24112	3.90391	2.56416	9.18118	5.16654	6.21147	3.73874	1.91075	3.36777	0.469606
YIPF1	11.6075	8.95158	19.1251	2.87148	13.497	7.76512	8.49083	10.5756	9.31803	17.7542
HSPB11	8.15453	13.1547	23.0973	1.95884	14.566	17.7221	5.83172	13.9536	8.49582	15.46
LRRC42	12.8154	10.9562	6.33343	2.7242	15.3732	14.887	9.16311	24.5837	20.8343	16.9428
TMEM59	125.916	241.979	257.217	150.953	330.907	293.613	182.723	145.537	140.337	109.772
MRPL37	27.1376	15.7346	40.6846	26.9731	10.5267	25.8309	45.1599	20.9347	20.4892	22.0614
TTC4	6.76689	5.03589	4.34677	6.3942	3.48745	3.41074	5.7096	4.92431	6.46219	4.82043
PARS2	3.67054	1.56679	3.77175	1.5791	1.0539	2.85869	2.21564	1.9742	4.98978	0.251134
TTC22	1.48803	1.74896	2.28651	7.0115	1.01005	1.8126	2.14557	1.52813	2.63077	0.26565
DHCR24	50.2513	7.91906	10.2598	11.4597	7.8607	9.33723	18.7504	28.0687	12.5312	44.42
TMEM61	2.40115	2.66059	7.67012	2.01617	14.1856	4.83053	14.3688	4.43824	3.92682	0.323715
USP24	6.71295	13.2584	5.60848	2.52912	9.2256	5.88988	8.28795	3.56484	3.83836	5.52092
PPAP2B	7.25117	28.8516	23.6321	31.8529	14.4027	16.1921	17.0783	4.31092	8.63318	6.03919
PRKAA2	1.53746	3.36198	1.77345	9.6754	8.31819	3.76219	3.74751	1.01053	2.02719	0.126293
OMA1	6.30637	23.9461	32.4439	17.1421	56.5611	34.3316	40.4048	17.6056	18.3882	13.763
TACSTD2	87.5247	20.0353	84.4665	11.6108	6.33675	21.9785	73.0657	23.7327	164.6	52.2387
MYSM1	4.97029	11.7834	7.73412	2.21558	21.2021	11.076	11.3035	1.54348	7.59741	1.81914
JUN	19.1725	507.885	495.922	277.924	84.5604	141.001	364.242	24.1729	37.5717	18.8516
LOC100131060	1.01222	1.51599	7.39771	0	0	1.6327	3.40187	0.828136	0.206439	0
FGGY	6.54042	8.27116	29.4347	10.7385	17.6064	20.0827	8.13003	5.75617	6.11625	5.159
HOOK1	6.58986	20.8097	17.0345	15.1375	18.3335	20.441	14.0794	4.50102	7.42297	0.481219
NFIA	5.09151	10.5992	8.35634	10.09	5.21172	6.33917	6.7742	1.47466	2.78289	0.375249
TM2D1	6.13357	10.333	5.20069	1.56397	7.03672	13.5495	7.69838	9.9459	2.95912	10.5014
INADL	9.07868	15.4941	12.8769	16.5642	9.48348	8.5674	12.4183	6.01738	7.03544	13.5374
KANK4	2.84052	4.47092	3.17467	11.0868	3.72158	3.0573	2.13551	1.05436	1.70447	0.0689529
USP1	7.04421	20.5723	8.65834	2.25977	17.4882	13.8934	13.0202	5.23086	8.00891	5.0285
DOCK7	6.51069	9.68802	3.47635	6.59925	8.67583	4.67628	4.61058	1.55198	3.34073	0.379603
ATG4C	4.2718	7.37398	3.74247	1.95884	9.61844	15.8863	6.25022	1.3881	3.04504	0.169842
ALG6	4.56091	2.4506	3.18992	7.57067	1.19917	3.93118	2.43244	1.25721	1.78559	0.352022
ITGB3BP	4.74043	5.64887	3.50616	1.68112	15.406	21.0187	17.2038	5.56335	3.94776	0.259844
PGM1	81.6874	23.2745	25.4586	27.6787	14.9258	36.3637	48.9877	24.382	28.3035	23.8469
ROR1	6.51565	4.15354	5.79521	6.2811	8.8379	3.89396	5.46305	3.78171	6.5322	4.58228
RAVER2	3.91272	11.7668	6.8347	4.78389	11.3723	12.7975	13.6354	4.42779	7.77761	4.82043
JAK1	78.7053	32.2962	48.0907	23.0899	13.5717	14.3563	49.2915	60.6397	65.2993	52.342
DNAJC6	3.26468	4.42807	1.91362	1.51801	10.8049	3.93118	6.31372	2.91534	4.14232	2.30365
LEPROT	13.4185	26.4474	26.0581	17.3047	31.9922	32.5831	31.2718	10.3179	11.3151	13.7835
LEPR	3.70064	5.60676	4.58785	3.11373	16.0709	4.98398	6.35594	1.82115	2.40756	0.367266
PDE4B	5.41799	3.13652	1.93095	1.53343	2.30794	3.12154	2.63497	1.39885	6.32904	0.183632
WDR78	1.69704	2.60856	3.0828	1.7597	11.9838	5.00948	2.27528	1.14988	3.7661	0.286699
MIER1	6.47099	11.5347	4.74119	1.89751	21.2021	14.7187	10.7014	3.91169	7.93416	4.64429
SLC35D1	4.60469	4.9403	4.40325	1.5791	11.823	5.13668	2.30494	2.01075	3.40365	0.306296
SERBP1	10.4289	18.3271	12.8465	17.392	14.4027	17.745	13.7157	3.82111	8.61404	10.4899
GADD45A	8.94836	10.9139	19.9151	6.47377	6.73765	8.74184	6.34891	2.59229	7.88856	10.4495
GNG12	66.899	27.8451	25.9418	29.8819	41.4658	39.047	34.0967	26.8986	23.9673	36.7204
DIRAS3	4.3965	15.1235	25.8919	47.0145	29.5853	22.9075	32.3106	11.3977	6.39558	1.78584
WLS	44.1034	59.4383	29.9631	40.1217	30.0218	45.0145	31.5769	31.6655	21.9469	40.3108
LRRC40	5.2272	6.28641	5.16668	6.88547	10.8603	10.1949	4.54131	1.31341	3.19465	0.481219
SRSF11	12.8154	54.3593	21.7417	15.6504	10.3398	14.0156	15.6361	11.4056	15.246	14.5343
ANKRD13C	5.64166	9.4401	3.22036	5.86106	9.81007	13.0955	5.62294	4.25805	7.24449	0.507349
HHLA3	3.34308	1.95686	7.44583	2.49398	0	1.77815	3.10262	1.55537	2.80775	0.547995
CTH	2.30957	9.77604	4.58785	2.62968	1.03213	13.7218	3.39291	0.981057	3.35427	0.192342
ZRANB2	8.822	16.4797	6.65712	7.17174	32.6005	18.8813	12.5509	4.52198	5.66177	10.4438
NEGR1	2.19156	4.9828	4.45146	8.22378	8.12245	4.70205	4.20544	1.27986	2.55258	0.156051
FPGT	3.60055	7.37398	2.28651	4.48331	6.5041	11.948	4.40892	1.35741	1.81409	0.338959
CRYZ	15.4837	33.6454	29.4668	6.49654	41.5793	60.8046	46.4081	18.9635	8.87146	18.3824
TYW3	7.63147	9.63509	8.32451	5.99352	10.5267	8.3676	8.01108	3.84933	5.6184	4.82043
SLC44A5	1.26893	1.56221	1.07277	9.94749	1.58556	3.10022	3.57127	1.07357	0.147456	0.0762111
ACADM	8.3986	32.0297	9.88461	15.969	14.6204	39.2684	17.1202	5.04751	7.56784	6.83079
RABGGTB	17.0197	41.3091	29.1616	15.5354	42.3042	43.68	36.9989	28.0505	21.4622	22.0036
SNORD45C	4499.75	2350.56	599.712	1119.6	4160.13	1484.63	835.569	901.38	121.744	190.1
SNORD45A	55897.4	95369.6	49940.6	82056.1	286705	76410.7	35964.3	35700.6	30758.6	41936.1
SNORD45B	22867.8	23557.2	21523.2	17797.2	129059	18570.6	21957.6	13319.6	7352.6	12390.5
ST6GALNAC5	1.34602	2.14731	2.48332	2.42081	3.5337	3.64721	4.9147	2.00617	2.51022	2.02655
PIGK	8.89425	12.5599	10.9477	16.4885	17.8744	38.2952	8.34697	4.41141	7.31729	9.6495
ZZZ3	10.1885	29.3819	29.9791	24.6057	45.0684	33.8573	18.7779	16.5718	20.3053	15.8815
USP33	10.2201	25.5251	20.8095	8.86508	38.5662	24.2679	16.9876	8.17386	6.48218	12.3756
FAM73A	5.6719	9.74086	5.72733	3.91437	11.3723	15.65	6.80875	3.09718	7.11849	3.98892
NEXN	1.41227	3.90391	1.31204	8.47955	1.02113	1.8126	6.00291	0.720222	2.51554	0.148068
FUBP1	28.1695	27.0269	49.7589	12.3455	14.9367	17.2161	17.3985	23.1691	21.3536	35.4311
DNAJB4	8.16378	117.302	94.8093	18.3222	38.6695	137.899	40.4048	5.77276	6.78903	8.7761
GIPC2	4.63742	22.7001	22.8829	18.5931	32.1437	36.19	7.13121	1.14988	4.71254	0.237343
IFI44	4.91723	4.29961	1.84388	7.02296	1.10712	6.2361	3.51799	1.04139	3.85528	0.518962
ELTD1	6.53546	3.16619	2.97473	1.95884	11.0074	2.34774	3.21223	1.96056	5.95278	0.546543
LPHN2	7.15995	11.276	20.4611	1.89751	10.8971	5.56549	7.44992	3.13398	5.59686	5.52618
TTLL7	4.65375	8.95158	10.5597	3.78717	4.36564	16.1451	4.50269	2.51344	7.01216	5.90122
PRKACB	6.97642	26.7919	19.1251	11.6382	48.6977	38.398	18.0908	4.53772	7.40317	4.64947
RPF1	9.5885	10.238	4.69009	7.00004	15.0677	8.99041	16.0679	7.55104	13.9607	8.40089
GNG5	22.8598	11.5097	10.0713	69.0553	16.0273	5.21276	8.66658	3.8042	7.91463	0.224278
CTBS	7.11662	11.5763	17.4487	23.3655	16.9494	24.2679	11.3162	5.1444	7.09525	4.47913
SSX2IP	7.54642	24.0904	22.5822	8.11199	37.3019	25.1799	17.5928	7.97855	8.78587	5.3895
LPAR3	1.64545	4.34499	10.9197	6.87401	1.1383	23.1257	3.8	0.791528	3.58044	0.044275
MCOLN3	2.84052	7.37398	7.73412	1.59414	6.14057	13.2986	7.81184	2.00617	3.749	0.332426
SYDE2	2.14648	11.1585	4.91147	3.9769	8.44843	8.31757	4.79376	1.4326	2.89619	0.243876
BCL10	11.2902	8.60465	5.88004	9.77589	10.1706	13.6726	6.49616	3.48263	11.6608	4.69085
DDAH1	13.2612	16.626	21.5038	9.18118	16.2666	16.0511	15.87	3.69777	7.31729	11.0355
CYR61	14.4638	30.0763	39.89	14.4255	1.03213	5.46508	44.8221	0.96714	8.11594	0.332426
